Match_ID,Match_Date,Year,Format,Tournament,Team,Opponent,Venue,Host_Country,Home_Away,Batting_Innings,Batting_Position,Runs,Balls,Fours,Sixes,Dismissal_Mode,Strike_Rate,Overs,Maidens,Runs_Conceded,Wickets,Economy,Catches,Result,Player_of_Match,Match_Impact_Score
M-2018-ODI-064,2018-11-01,2018,ODI,International Series 2018,India,Afghanistan,"Eden Gardens, Kolkata",India,Away,1,6,21,15,0,0,bowled,140,7,0,28,1,4,0,Won,No,59
M-2018-TEST-024,2018-11-15,2018,Test,International Series 2018,India,Pakistan,"PCA Stadium, Mohali",India,Home,1,7,43,37,5,0,lbw,116.22,16.4,1,58,2,3.54,0,Won,No,99.4
M-2018-IPL-081,2018-11-22,2018,IPL,Indian Premier League 2018,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",India,Away,1,6,23,17,1,0,lbw,135.29,2.5,0,21,0,8.4,0,Won,No,28.3
M-2018-T20I-083,2018-11-25,2018,T20I,International Series 2018,India,New Zealand,"Wankhede Stadium, Mumbai",India,Away,1,6,15,11,1,2,bowled,136.36,2.1,0,21,1,10,0,Lost,No,42.5
M-2018-IPL-132,2018-11-25,2018,IPL,Indian Premier League 2018,Mumbai Indians,Punjab Kings,"PCA Stadium, Mohali",India,Home,1,6,16,12,3,0,caught,133.33,3.3,0,16,1,4.85,1,Won,No,58.5
M-2018-T20I-109,2018-12-08,2018,T20I,International Series 2018,India,Pakistan,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,6,11,8,0,1,not out,137.5,3.4,0,34,2,10,1,Won,No,68.6
M-2018-IPL-128,2018-12-12,2018,IPL,Indian Premier League 2018,Mumbai Indians,Delhi Capitals,"Eden Gardens, Kolkata",India,Away,1,6,11,10,1,1,bowled,110,2.2,0,22,0,10,0,Won,No,12.5
M-2018-ODI-071,2018-12-16,2018,ODI,International Series 2018,India,England,"Eden Gardens, Kolkata",India,Home,1,6,16,12,0,2,lbw,133.33,9.4,0,45,1,4.79,0,Won,No,50.5
M-2018-IPL-042,2018-12-21,2018,IPL,Indian Premier League 2018,Mumbai Indians,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,18,16,4,0,caught,112.5,3,0,27,1,9,1,Won,No,49.9
M-2019-IPL-022,2019-01-03,2019,IPL,Indian Premier League 2019,Mumbai Indians,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",India,Away,1,6,11,8,3,0,caught,137.5,3.1,0,17,1,5.48,0,Lost,No,43.6
M-2019-T20I-115,2019-01-12,2019,T20I,International Series 2019,India,Afghanistan,"Eden Gardens, Kolkata",India,Home,1,6,15,13,0,2,lbw,115.38,2.5,0,27,0,10.8,2,Lost,No,33.3
M-2019-T20I-030,2019-01-24,2019,T20I,International Series 2019,India,Bangladesh,"PCA Stadium, Mohali",India,Away,1,6,16,13,0,1,caught,123.08,3.1,0,18,4,5.81,0,Won,Yes,112.5
M-2019-IPL-080,2019-02-03,2019,IPL,Indian Premier League 2019,Mumbai Indians,Rajasthan Royals,"HPCA Stadium, Dharamsala",India,Away,1,6,15,11,1,0,bowled,136.36,3.2,0,27,1,8.44,0,Won,No,42.5
M-2019-ODI-089,2019-02-06,2019,ODI,International Series 2019,India,Afghanistan,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,14,12,1,1,caught,116.67,5.3,0,27,1,5.09,0,Won,No,43.5
M-2019-IPL-097,2019-02-12,2019,IPL,Indian Premier League 2019,Mumbai Indians,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",India,Home,1,6,14,11,2,0,lbw,127.27,3,0,19,1,6.33,1,Won,No,50.6
M-2019-T20I-110,2019-02-18,2019,T20I,International Series 2019,India,Zimbabwe,"Arun Jaitley Stadium, Delhi",India,Home,1,6,14,10,0,2,not out,140,2.5,0,19,1,7.6,1,Lost,No,50
M-2019-IPL-066,2019-03-01,2019,IPL,Indian Premier League 2019,Mumbai Indians,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",India,Home,1,6,16,11,2,1,not out,145.45,3,0,17,0,5.67,4,Won,No,59.8
M-2019-IPL-038,2019-03-16,2019,IPL,Indian Premier League 2019,Mumbai Indians,Delhi Capitals,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,6,16,12,0,0,lbw,133.33,2.4,0,10,0,4.17,1,Lost,No,36.5
M-2019-IPL-095,2019-03-20,2019,IPL,Indian Premier League 2019,Mumbai Indians,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,21,15,3,4,caught,140,2.4,0,16,2,6.67,0,Won,No,73.5
M-2019-T20I-108,2019-03-24,2019,T20I,International Series 2019,India,West Indies,"HPCA Stadium, Dharamsala",India,Away,1,6,19,17,0,2,bowled,111.76,2.3,0,29,3,12.61,0,Lost,No,86.8
M-2019-IPL-086,2019-04-09,2019,IPL,Indian Premier League 2019,Mumbai Indians,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",India,Home,1,6,21,15,2,1,caught,140,2.2,0,19,0,8.64,0,Lost,No,27
M-2019-T20I-037,2019-04-12,2019,T20I,International Series 2019,India,Zimbabwe,"HPCA Stadium, Dharamsala",India,Away,1,6,16,14,1,1,lbw,114.29,2,0,24,1,12,0,Won,No,40.1
M-2019-ODI-084,2019-04-17,2019,ODI,International Series 2019,India,New Zealand,"Eden Gardens, Kolkata",India,Home,1,6,16,11,4,0,bowled,145.45,5.1,0,39,2,7.65,0,Won,No,66.8
M-IPL-002,2019-04-28,2019,IPL,Indian Premier League 2019,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",India,Away,1,4,91,34,6,9,caught,267.65,4,0,44,1,11,0,Lost,No,142.5
M-2019-ODI-056,2019-05-05,2019,ODI,International Series 2019,India,Australia,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,6,22,19,1,2,not out,115.79,8.4,0,41,2,4.88,0,Lost,No,75.9
M-2019-ODI-050,2019-05-11,2019,ODI,International Series 2019,India,South Africa,"PCA Stadium, Mohali",India,Away,1,6,19,15,0,1,lbw,126.67,8.3,0,47,0,5.66,0,Lost,No,28
M-2019-T20I-093,2019-05-24,2019,T20I,International Series 2019,India,Bangladesh,"PCA Stadium, Mohali",India,Away,1,6,19,14,2,0,caught,135.71,3.2,0,16,2,5,2,Won,No,89.4
M-2019-ODI-063,2019-06-04,2019,ODI,International Series 2019,India,New Zealand,"Wankhede Stadium, Mumbai",India,Home,1,6,24,18,1,0,not out,133.33,5.4,0,32,2,5.93,0,Lost,No,78
M-2019-T20I-116,2019-07-11,2019,T20I,International Series 2019,India,Afghanistan,"Arun Jaitley Stadium, Delhi",India,Away,1,6,18,15,2,1,lbw,120,2.5,0,32,1,12.8,0,Won,No,43
M-2019-IPL-056,2019-07-21,2019,IPL,Indian Premier League 2019,Mumbai Indians,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",India,Away,1,6,28,21,1,3,lbw,133.33,3,0,14,0,4.67,0,Won,No,40.5
M-2019-T20I-044,2019-08-02,2019,T20I,International Series 2019,India,Afghanistan,"MA Chidambaram Stadium, Chennai",India,Home,1,6,31,23,2,1,lbw,134.78,3.1,0,22,2,7.1,0,Lost,No,80.2
M-2019-IPL-121,2019-08-08,2019,IPL,Indian Premier League 2019,Mumbai Indians,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",India,Away,1,6,12,8,2,0,bowled,150,2.3,0,14,0,6.09,1,Won,No,30
M-2019-ODI-083,2019-09-04,2019,ODI,International Series 2019,India,Afghanistan,"Eden Gardens, Kolkata",India,Away,1,6,20,16,3,0,lbw,125,5.3,1,41,2,7.74,0,Won,No,67.8
M-2019-T20I-024,2019-09-11,2019,T20I,International Series 2019,India,Zimbabwe,"Eden Gardens, Kolkata",India,Home,1,6,10,8,1,0,caught,125,3.3,0,21,0,6.36,0,Lost,No,16.2
M-2019-T20I-091,2019-10-05,2019,T20I,International Series 2019,India,New Zealand,"Wankhede Stadium, Mumbai",India,Home,1,6,12,10,0,2,lbw,120,3.4,0,19,1,5.59,0,Won,No,42
M-2019-IPL-072,2019-10-06,2019,IPL,Indian Premier League 2019,Mumbai Indians,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,23,15,1,0,bowled,153.33,2.4,0,14,1,5.83,1,Won,No,66
M-2019-IPL-024,2019-10-07,2019,IPL,Indian Premier League 2019,Mumbai Indians,Sunrisers Hyderabad,"HPCA Stadium, Dharamsala",India,Home,1,6,28,23,2,0,caught,121.74,3.5,0,20,0,5.71,0,Lost,No,36.3
M-2019-IPL-104,2019-11-07,2019,IPL,Indian Premier League 2019,Mumbai Indians,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",India,Home,1,6,16,14,2,0,caught,114.29,2.5,0,18,0,7.2,0,Lost,No,18.1
M-2019-T20I-040,2019-11-12,2019,T20I,International Series 2019,India,Afghanistan,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,10,8,2,0,caught,125,2.4,0,21,1,8.75,0,Lost,No,35.8
M-2019-T20I-111,2019-11-16,2019,T20I,International Series 2019,India,New Zealand,"Narendra Modi Stadium, Ahmedabad",India,Away,1,6,16,12,4,0,bowled,133.33,3,0,27,1,9,0,Won,No,43
M-2019-ODI-049,2019-11-17,2019,ODI,International Series 2019,India,Sri Lanka,"M Chinnaswamy Stadium, Bengaluru",India,Away,1,6,9,6,2,2,not out,150,5,0,39,0,7.8,0,Lost,No,16.5
M-2019-IPL-040,2019-11-23,2019,IPL,Indian Premier League 2019,Mumbai Indians,Kolkata Knight Riders,"HPCA Stadium, Dharamsala",India,Away,1,6,12,8,2,2,caught,150,2.1,0,16,0,7.62,0,Won,No,19.5
M-2019-T20I-084,2019-11-27,2019,T20I,International Series 2019,India,Pakistan,"PCA Stadium, Mohali",India,Away,1,6,25,21,2,0,caught,119.05,2.1,0,27,1,12.86,0,Lost,No,49.9
M-2019-T20I-113,2019-12-26,2019,T20I,International Series 2019,India,Ireland,"HPCA Stadium, Dharamsala",India,Home,1,6,8,7,1,0,lbw,114.29,3.2,0,22,0,6.88,0,Won,No,12.6
M-2019-IPL-020,2019-12-27,2019,IPL,Indian Premier League 2019,Mumbai Indians,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,24,21,0,0,caught,114.29,2.1,0,14,1,6.67,1,Won,No,58.6
M-2020-T20I-078,2020-01-02,2020,T20I,International Series 2020,India,Australia,"Arun Jaitley Stadium, Delhi",India,Away,1,6,15,13,1,0,lbw,115.38,2.3,0,24,0,10.43,1,Won,No,25.3
M-2020-IPL-129,2020-02-04,2020,IPL,Indian Premier League 2020,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",India,Home,1,6,10,7,0,2,caught,142.86,2.5,0,30,1,12,2,Lost,No,54.4
M-2020-ODI-093,2020-02-17,2020,ODI,International Series 2020,India,South Africa,"Arun Jaitley Stadium, Delhi",India,Away,1,6,18,13,0,1,caught,138.46,5.1,0,39,2,7.65,0,Won,No,67.8
M-2020-T20I-056,2020-03-12,2020,T20I,International Series 2020,India,South Africa,"Eden Gardens, Kolkata",India,Away,1,6,17,13,1,0,not out,130.77,3.3,0,22,0,6.67,0,Lost,No,24.1
M-2020-IPL-071,2020-04-06,2020,IPL,Indian Premier League 2020,Mumbai Indians,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",India,Away,1,6,13,10,0,1,bowled,130,3,0,23,0,7.67,0,Lost,No,17.5
M-2020-T20I-026,2020-04-08,2020,T20I,International Series 2020,India,Afghanistan,"Narendra Modi Stadium, Ahmedabad",India,Away,1,6,11,10,0,0,bowled,110,3.4,0,20,3,5.88,0,Won,Yes,83.5
M-2020-T20I-062,2020-05-01,2020,T20I,International Series 2020,India,Australia,"Narendra Modi Stadium, Ahmedabad",India,Away,1,6,14,11,1,1,lbw,127.27,2.4,0,26,2,10.83,0,Won,No,62.1
M-2020-IPL-134,2020-05-19,2020,IPL,Indian Premier League 2020,Mumbai Indians,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",India,Away,1,6,21,18,0,0,lbw,116.67,3.2,0,18,1,5.62,2,Lost,No,66.5
M-2020-IPL-074,2020-06-09,2020,IPL,Indian Premier League 2020,Mumbai Indians,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,15,11,1,2,caught,136.36,2.3,0,20,0,8.7,2,Won,No,36.5
M-2020-IPL-093,2020-06-12,2020,IPL,Indian Premier League 2020,Mumbai Indians,Delhi Capitals,"MA Chidambaram Stadium, Chennai",India,Home,1,6,18,15,1,1,bowled,120,3.1,0,23,1,7.42,2,Won,No,59
M-2020-IPL-096,2020-06-25,2020,IPL,Indian Premier League 2020,Mumbai Indians,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",India,Away,1,6,20,17,1,1,caught,117.65,2.3,0,10,0,4.35,0,Won,No,30.1
M-2020-IPL-037,2020-07-14,2020,IPL,Indian Premier League 2020,Mumbai Indians,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",India,Home,1,6,15,12,4,0,caught,125,3.1,0,24,1,7.74,0,Lost,No,40.8
M-2020-IPL-102,2020-08-02,2020,IPL,Indian Premier League 2020,Mumbai Indians,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",India,Away,1,6,23,15,2,2,caught,153.33,2.2,0,18,0,8.18,0,Won,No,31
M-2020-IPL-148,2020-08-25,2020,IPL,Indian Premier League 2020,Mumbai Indians,Chennai Super Kings,"HPCA Stadium, Dharamsala",India,Away,1,6,25,22,2,2,not out,113.64,2.5,0,16,0,6.4,2,Lost,No,45.5
M-2020-ODI-092,2020-09-16,2020,ODI,International Series 2020,India,Ireland,"PCA Stadium, Mohali",India,Away,1,6,17,15,2,3,bowled,113.33,5.3,1,30,1,5.66,0,Won,No,46
M-2020-ODI-045,2020-09-26,2020,ODI,International Series 2020,India,Pakistan,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,6,17,13,3,0,bowled,130.77,4.2,0,39,1,9.29,0,Won,No,43.6
M-2020-ODI-020,2020-10-03,2020,ODI,International Series 2020,India,Australia,"Wankhede Stadium, Mumbai",India,Home,1,6,20,17,0,2,caught,117.65,4.2,0,41,0,9.76,0,Won,No,22.6
M-2020-IPL-131,2020-10-14,2020,IPL,Indian Premier League 2020,Mumbai Indians,Punjab Kings,"Eden Gardens, Kolkata",India,Home,1,6,33,27,2,3,bowled,122.22,3,0,14,1,4.67,0,Won,No,65.8
M-2020-ODI-101,2020-10-24,2020,ODI,International Series 2020,India,Pakistan,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,12,10,2,0,lbw,120,9.1,1,39,0,4.29,0,Won,No,22.5
M-2020-IPL-150,2020-10-24,2020,IPL,Indian Premier League 2020,Mumbai Indians,Rajasthan Royals,"PCA Stadium, Mohali",India,Away,1,6,14,12,0,0,bowled,116.67,2.4,0,23,1,9.58,3,Won,No,62.5
M-2020-IPL-154,2020-10-27,2020,IPL,Indian Premier League 2020,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",India,Away,1,6,25,19,1,2,bowled,131.58,2.3,0,18,0,7.83,0,Lost,No,29.7
M-2020-ODI-052,2020-11-10,2020,ODI,International Series 2020,India,Sri Lanka,"MA Chidambaram Stadium, Chennai",India,Away,1,6,18,13,0,1,lbw,138.46,9.4,0,36,2,3.83,0,Won,No,77.8
M-ODI-002,2020-12-02,2020,ODI,India tour of Australia,India,Australia,"Manuka Oval, Canberra",Australia,Away,1,6,92,76,7,1,not out,121.05,0,0,0,0,0,1,Won,Yes,125
M-2020-IPL-101,2020-12-24,2020,IPL,Indian Premier League 2020,Mumbai Indians,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",India,Away,1,6,17,15,0,3,caught,113.33,2.4,0,17,0,7.08,0,Won,No,19
M-2021-IPL-075,2021-01-17,2021,IPL,Indian Premier League 2021,Mumbai Indians,Delhi Capitals,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,6,15,12,2,2,caught,125,2.5,0,20,0,8,1,Won,No,26.8
M-2021-ODI-028,2021-01-18,2021,ODI,International Series 2021,India,Australia,"Narendra Modi Stadium, Ahmedabad",India,Away,1,6,24,20,1,0,bowled,120,6.5,1,42,1,6.46,1,Won,No,59.5
M-2021-ODI-027,2021-02-26,2021,ODI,International Series 2021,India,England,"Eden Gardens, Kolkata",India,Home,1,6,20,18,2,1,not out,111.11,9.1,0,39,0,4.29,0,Won,No,29.2
M-2021-T20I-054,2021-03-05,2021,T20I,International Series 2021,India,England,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,13,11,3,1,not out,118.18,2,0,27,1,13.5,0,Won,No,37.7
M-2021-ODI-035,2021-03-07,2021,ODI,International Series 2021,India,Ireland,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,6,20,15,1,0,caught,133.33,6.3,0,37,1,5.87,1,Won,No,60
M-2021-ODI-044,2021-03-10,2021,ODI,International Series 2021,India,South Africa,"Arun Jaitley Stadium, Delhi",India,Home,1,6,17,13,1,1,lbw,130.77,9,0,42,0,4.67,1,Won,No,37.1
M-2021-IPL-076,2021-03-13,2021,IPL,Indian Premier League 2021,Mumbai Indians,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",India,Away,1,6,14,9,1,1,lbw,155.56,3.4,0,16,0,4.71,0,Won,No,29.8
M-2021-T20I-045,2021-04-01,2021,T20I,International Series 2021,India,South Africa,"PCA Stadium, Mohali",India,Home,1,6,16,14,0,0,not out,114.29,3,0,25,0,8.33,0,Won,No,18.1
M-2021-IPL-140,2021-04-01,2021,IPL,Indian Premier League 2021,Mumbai Indians,Chennai Super Kings,"Eden Gardens, Kolkata",India,Home,1,6,20,15,1,1,not out,133.33,3.2,0,23,0,7.19,0,Won,No,25
M-2021-T20I-028,2021-04-05,2021,T20I,International Series 2021,India,Ireland,"MA Chidambaram Stadium, Chennai",India,Away,1,6,7,5,1,1,not out,140,2.5,0,29,1,11.6,0,Won,No,35
M-2021-IPL-092,2021-04-14,2021,IPL,Indian Premier League 2021,Mumbai Indians,Delhi Capitals,"PCA Stadium, Mohali",India,Home,1,6,17,12,0,2,lbw,141.67,2,0,19,1,9.5,0,Won,No,45.3
M-2021-ODI-029,2021-04-15,2021,ODI,International Series 2021,India,Zimbabwe,"PCA Stadium, Mohali",India,Away,1,6,26,20,3,0,not out,130,7.5,1,44,1,5.87,0,Won,No,57.5
M-2021-IPL-142,2021-04-19,2021,IPL,Indian Premier League 2021,Mumbai Indians,Sunrisers Hyderabad,"Eden Gardens, Kolkata",India,Home,1,6,14,10,0,0,bowled,140,2.5,0,25,0,10,0,Lost,No,20
M-2021-IPL-088,2021-04-25,2021,IPL,Indian Premier League 2021,Mumbai Indians,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",India,Away,1,6,9,7,1,1,not out,128.57,2.1,0,26,0,12.38,0,Lost,No,13.3
M-2021-IPL-046,2021-04-27,2021,IPL,Indian Premier League 2021,Mumbai Indians,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",India,Home,1,6,19,14,1,2,bowled,135.71,2.3,0,31,1,13.48,0,Won,No,46.4
M-2021-T20I-076,2021-05-03,2021,T20I,International Series 2021,India,England,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,6,15,12,2,2,bowled,125,3.1,0,34,2,10.97,1,Won,No,70.8
M-2021-ODI-078,2021-05-15,2021,ODI,International Series 2021,India,Pakistan,"HPCA Stadium, Dharamsala",India,Away,1,6,12,9,1,2,lbw,133.33,4.5,0,42,2,9.33,0,Lost,No,61
M-2021-T20I-119,2021-05-22,2021,T20I,International Series 2021,India,Bangladesh,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,20,14,3,3,not out,142.86,2.4,0,25,1,10.42,0,Won,No,48.4
M-2021-ODI-095,2021-06-02,2021,ODI,International Series 2021,India,West Indies,"Eden Gardens, Kolkata",India,Home,1,6,17,15,1,0,lbw,113.33,9.2,0,38,1,4.13,0,Lost,No,48.5
M-2021-IPL-106,2021-06-08,2021,IPL,Indian Premier League 2021,Mumbai Indians,Chennai Super Kings,"HPCA Stadium, Dharamsala",India,Home,1,6,15,11,3,1,lbw,136.36,3.1,0,16,0,5.16,0,Won,No,25.5
M-2021-IPL-021,2021-06-19,2021,IPL,Indian Premier League 2021,Mumbai Indians,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,21,17,2,1,lbw,123.53,2.2,0,21,0,9.55,0,Won,No,24.5
M-2021-T20I-047,2021-06-25,2021,T20I,International Series 2021,India,Ireland,"Wankhede Stadium, Mumbai",India,Home,1,6,17,13,2,0,lbw,130.77,2.3,0,33,1,14.35,0,Won,No,43.6
M-2021-IPL-144,2021-07-02,2021,IPL,Indian Premier League 2021,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",India,Away,1,6,19,17,0,0,caught,111.76,3.2,0,22,0,6.88,0,Won,No,23.3
M-2021-IPL-067,2021-07-05,2021,IPL,Indian Premier League 2021,Mumbai Indians,Rajasthan Royals,"Eden Gardens, Kolkata",India,Home,1,6,26,23,2,2,lbw,113.04,3.3,0,20,0,6.06,2,Won,No,46.5
M-2021-ODI-070,2021-07-13,2021,ODI,International Series 2021,India,Bangladesh,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,18,14,2,2,bowled,128.57,7.3,1,38,1,5.21,0,Lost,No,49.3
M-2021-IPL-059,2021-07-25,2021,IPL,Indian Premier League 2021,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",India,Home,1,6,15,10,1,1,lbw,150,3.2,0,25,1,7.81,0,Won,No,44.5
M-2021-T20I-114,2021-09-02,2021,T20I,International Series 2021,India,Sri Lanka,"Wankhede Stadium, Mumbai",India,Away,1,6,15,13,2,1,caught,115.38,3.4,0,17,1,5,0,Won,No,44.3
M-2021-T20I-070,2021-09-17,2021,T20I,International Series 2021,India,South Africa,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,6,17,14,2,0,lbw,121.43,2,0,29,0,14.5,0,Won,No,20.2
M-2021-T20I-075,2021-10-02,2021,T20I,International Series 2021,India,England,"Eden Gardens, Kolkata",India,Away,1,6,13,11,1,1,not out,118.18,3.2,0,20,1,6.25,1,Lost,No,48.2
M-2021-ODI-069,2021-11-16,2021,ODI,International Series 2021,India,Pakistan,"Eden Gardens, Kolkata",India,Away,1,6,20,15,2,2,lbw,133.33,5.1,1,35,2,6.86,1,Lost,No,79.5
M-2021-IPL-139,2021-12-10,2021,IPL,Indian Premier League 2021,Mumbai Indians,Chennai Super Kings,"Eden Gardens, Kolkata",India,Home,1,6,19,14,0,1,lbw,135.71,3.4,0,19,0,5.59,1,Won,No,37.4
M-2021-IPL-029,2021-12-12,2021,IPL,Indian Premier League 2021,Mumbai Indians,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,22,18,0,0,lbw,122.22,3.5,0,16,0,4.57,1,Won,No,40.8
M-2021-ODI-065,2021-12-15,2021,ODI,International Series 2021,India,Afghanistan,"HPCA Stadium, Dharamsala",India,Home,1,6,26,19,4,1,not out,136.84,5.2,0,33,0,6.35,0,Lost,No,34
M-2021-ODI-097,2021-12-20,2021,ODI,International Series 2021,India,Pakistan,"Arun Jaitley Stadium, Delhi",India,Away,1,6,16,14,2,0,lbw,114.29,5.1,0,27,0,5.29,1,Won,No,31.1
M-2021-T20I-021,2021-12-20,2021,T20I,International Series 2021,India,Pakistan,"PCA Stadium, Mohali",India,Away,1,6,20,15,4,0,not out,133.33,3.5,0,23,0,6.57,0,Won,No,27.5
M-2022-IPL-149,2022-01-05,2022,IPL,Indian Premier League 2022,Gujarat Titans,Punjab Kings,"Eden Gardens, Kolkata",India,Away,1,4,18,13,2,0,caught,138.46,3,0,23,0,7.67,1,Won,No,31.8
M-2022-IPL-153,2022-01-05,2022,IPL,Indian Premier League 2022,Gujarat Titans,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chennai",India,Home,1,4,19,16,3,1,caught,118.75,3.1,0,21,0,6.77,1,Won,No,32.3
M-2022-T20I-079,2022-01-17,2022,T20I,International Series 2022,India,Bangladesh,"PCA Stadium, Mohali",India,Away,1,6,15,11,2,1,bowled,136.36,2,0,19,3,9.5,1,Lost,No,94.5
M-2022-T20I-048,2022-01-25,2022,T20I,International Series 2022,India,New Zealand,"MA Chidambaram Stadium, Chennai",India,Away,1,6,20,14,1,0,bowled,142.86,3.4,0,28,1,8.24,0,Won,No,48.4
M-2022-IPL-049,2022-03-10,2022,IPL,Indian Premier League 2022,Gujarat Titans,Lucknow Super Giants,"Eden Gardens, Kolkata",India,Home,1,4,20,16,0,2,caught,125,3.1,0,17,0,5.48,0,Lost,No,28.8
M-2022-T20I-063,2022-03-26,2022,T20I,International Series 2022,India,Australia,"HPCA Stadium, Dharamsala",India,Away,1,6,14,11,1,0,bowled,127.27,3.2,0,21,0,6.56,1,Won,No,28.6
M-2022-T20I-038,2022-04-05,2022,T20I,International Series 2022,India,Afghanistan,"HPCA Stadium, Dharamsala",India,Away,1,6,15,13,1,1,bowled,115.38,2,0,28,0,14,0,Lost,No,17.3
M-2022-T20I-043,2022-04-12,2022,T20I,International Series 2022,India,Zimbabwe,"Wankhede Stadium, Mumbai",India,Home,1,6,14,12,1,0,lbw,116.67,2,0,22,1,11,2,Won,No,54.5
M-2022-IPL-078,2022-04-16,2022,IPL,Indian Premier League 2022,Gujarat Titans,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,4,19,13,0,0,not out,146.15,3.4,0,27,1,7.94,0,Won,No,47.9
M-2022-T20I-061,2022-04-23,2022,T20I,International Series 2022,India,Pakistan,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,6,16,11,2,0,lbw,145.45,3.1,0,19,1,6.13,0,Lost,No,47.3
M-2022-IPL-083,2022-04-23,2022,IPL,Indian Premier League 2022,Gujarat Titans,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",India,Away,1,4,22,16,3,1,bowled,137.5,3.1,0,24,1,7.74,0,Lost,No,49.6
M-2022-IPL-113,2022-05-09,2022,IPL,Indian Premier League 2022,Gujarat Titans,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chennai",India,Home,1,4,13,11,0,1,caught,118.18,3.5,0,18,1,5.14,0,Lost,No,42.7
M-2022-IPL-026,2022-05-22,2022,IPL,Indian Premier League 2022,Gujarat Titans,Sunrisers Hyderabad,"Eden Gardens, Kolkata",India,Home,1,4,17,14,2,2,caught,121.43,2.4,0,21,1,8.75,1,Won,No,50.2
M-IPL-001,2022-05-29,2022,IPL,IPL 2022 Final,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",India,Home,1,4,34,30,3,2,caught,113.33,4,0,17,3,4.25,0,Won,Yes,138.5
M-2022-T20I-095,2022-06-22,2022,T20I,International Series 2022,India,Afghanistan,"HPCA Stadium, Dharamsala",India,Away,1,6,11,9,2,0,caught,122.22,3.5,0,24,0,6.86,0,Lost,No,16.8
M-2022-IPL-077,2022-06-23,2022,IPL,Indian Premier League 2022,Gujarat Titans,Kolkata Knight Riders,"Eden Gardens, Kolkata",India,Away,1,4,21,15,3,0,caught,140,2.3,0,21,0,9.13,0,Won,No,27
M-2022-T20I-041,2022-06-23,2022,T20I,International Series 2022,India,West Indies,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,6,10,8,0,0,not out,125,2.3,0,23,1,10,0,Lost,No,35.8
